項目選択肢用コントロールカラム,商品管理番号（商品URL）,選択肢タイプ,Select/Checkbox用項目名,Select/Checkbox用選択肢,項目選択肢別在庫用横軸選択肢,項目選択肢別在庫用横軸選択肢子番号,項目選択肢別在庫用縦軸選択肢,項目選択肢別在庫用縦軸選択肢子番号,項目選択肢別在庫用取り寄せ可能表示,項目選択肢別在庫用在庫数,在庫戻しフラグ,在庫切れ時の注文受付,在庫あり時納期管理番号,在庫切れ時納期管理番号
n,alumi-bottun,i,,,スクウェア,-square,ブルー,-01blue,0,94,0,0,,
n,alumi-bottun,i,,,スクウェア,-square,レッド,-02red,0,204,0,0,,
n,alumi-bottun,i,,,スクウェア,-square,グレー,-03gray,0,102,0,0,,
n,alumi-bottun,i,,,スクウェア,-square,シルバー,-04silver,0,64,0,0,,
n,alumi-bottun,i,,,スクウェア,-square,ブラック,-05black,0,93,0,0,,
n,alumi-bottun,i,,,スクウェア,-square,マゼンタ,-06magenta,0,78,0,0,,
n,alumi-bottun,i,,,パワー,-power,ブルー,-01blue,0,98,0,0,,
n,alumi-bottun,i,,,パワー,-power,レッド,-02red,0,200,0,0,,
n,alumi-bottun,i,,,パワー,-power,グレー,-03gray,0,100,0,0,,
n,alumi-bottun,i,,,パワー,-power,シルバー,-04silver,0,96,0,0,,
n,alumi-bottun,i,,,パワー,-power,ブラック,-05black,0,106,0,0,,
n,alumi-bottun,i,,,パワー,-power,マゼンタ,-06magenta,0,83,0,0,,
n,alumi-bottun,i,,,アップル,-apple,ブルー,-01blue,0,180,0,0,,
n,alumi-bottun,i,,,アップル,-apple,レッド,-02red,0,148,0,0,,
n,alumi-bottun,i,,,アップル,-apple,グレー,-03gray,0,92,0,0,,
n,alumi-bottun,i,,,アップル,-apple,シルバー,-04silver,0,231,0,0,,
n,alumi-bottun,i,,,アップル,-apple,ブラック,-05black,0,60,0,0,,
n,alumi-bottun,i,,,アップル,-apple,マゼンタ,-06magenta,0,45,0,0,,
n,alumi-bottun,i,,,ドクロ,-skull,ブルー,-01blue,0,107,0,0,,
n,alumi-bottun,i,,,ドクロ,-skull,レッド,-02red,0,99,0,0,,
n,alumi-bottun,i,,,ドクロ,-skull,グレー,-03gray,0,100,0,0,,
n,alumi-bottun,i,,,ドクロ,-skull,シルバー,-04silver,0,110,0,0,,
n,alumi-bottun,i,,,ドクロ,-skull,ブラック,-05black,0,103,0,0,,
n,alumi-bottun,i,,,ドクロ,-skull,マゼンタ,-06magenta,0,91,0,0,,
n,alumi-bottun,i,,,シリ,-siri,ブルー,-01blue,0,37,0,0,,
n,alumi-bottun,i,,,シリ,-siri,レッド,-02red,0,34,0,0,,
n,alumi-bottun,i,,,シリ,-siri,グレー,-03gray,0,34,0,0,,
n,alumi-bottun,i,,,シリ,-siri,シルバー,-04silver,0,35,0,0,,
n,alumi-bottun,i,,,シリ,-siri,ブラック,-05black,0,37,0,0,,
n,alumi-bottun,i,,,シリ,-siri,マゼンタ,-06magenta,0,100,0,0,,
n,alumi-bottun,i,,,スマイル,-smile,ブルー,-01blue,0,47,0,0,,
n,alumi-bottun,i,,,スマイル,-smile,レッド,-02red,0,44,0,0,,
n,alumi-bottun,i,,,スマイル,-smile,グレー,-03gray,0,199,0,0,,
n,alumi-bottun,i,,,スマイル,-smile,シルバー,-04silver,0,37,0,0,,
n,alumi-bottun,i,,,スマイル,-smile,ブラック,-05black,0,46,0,0,,
n,alumi-bottun,i,,,スマイル,-smile,マゼンタ,-06magenta,0,0,0,0,,
n,alumi-bottun,i,,,リボン,-ribbon,ブルー,-01blue,0,37,0,0,,
n,alumi-bottun,i,,,リボン,-ribbon,レッド,-02red,0,29,0,0,,
n,alumi-bottun,i,,,リボン,-ribbon,グレー,-03gray,0,0,0,0,,
n,alumi-bottun,i,,,リボン,-ribbon,シルバー,-04silver,0,0,0,0,,
n,alumi-bottun,i,,,リボン,-ribbon,ブラック,-05black,0,0,0,0,,
n,alumi-bottun,i,,,リボン,-ribbon,マゼンタ,-06magenta,0,0,0,0,,
n,aquos-zeta-flower,i,,, , ,レッド,-01Red,0,190,0,0,,
n,aquos-zeta-flower,i,,, , ,ピンク,-02Pnk,0,104,0,0,,
n,aquos-zeta-flower,i,,, , ,ホワイト,-03Wht,0,102,0,0,,
n,aquos-zeta-flower,i,,, , ,ミント,-04Mnt,0,91,0,0,,
n,aquos-zeta-flower,i,,, , ,レッドパープル,-05Red-Ppl,0,95,0,0,,
n,aquos-zeta-flower,i,,, , ,ブラックレッド,-06Blk-Red,0,86,0,0,,
n,aquos-zeta-flower,i,,, , ,マルチカラー,-07Malti,0,78,0,0,,
n,aquos-zeta-flower,i,,, , ,スカイブルー,-08Sky-Blue,0,76,0,0,,
n,aux-cable,i,,,<br>,,ブラック,-01Blk,0,25,0,0,,
n,aux-cable,i,,,<br>,,ホワイト,-02Wht,0,29,0,0,,
n,boris-mobilestand,i,,,<br>,,レッド,-red,0,58,0,0,,
n,boris-mobilestand,i,,,<br>,,ホワイト,-white,0,64,0,0,,
n,boris-mobilestand,i,,,<br>,,ブラック,-blk,0,18,0,0,,
n,cocophone,i,,, , ,ピンク,-1-pnk,0,77,0,0,,
n,cocophone,i,,, , ,オレンジ,-2-org,0,48,0,0,,
n,cocophone,i,,, , ,グリーン,-3-grn,0,29,0,0,,
n,cocophone,i,,, , ,ホワイト,-4-wht,0,32,0,0,,
n,cocophone,i,,, , ,ブラック,-5-blk,0,16,0,0,,
n,cocophone,i,,, , ,パープル,-6-ppl,0,66,0,0,,
n,cocophone,i,,, , ,イエロー,-7-yel,0,20,0,0,,
n,cocophone,i,,, , ,レッド,-8-red,0,9,0,0,,
n,cocophone,i,,, , ,グレープ,-9-grp,0,0,0,0,,
n,cocophone,i,,, , ,ブルー,-10-ble,0,24,0,0,,
n,ear-animal,i,,,<br>,,モカブラウン,-1-brw,0,0,0,0,,
n,ear-animal,i,,,<br>,, ストロベリーレッド,-2-red,0,1,0,0,,
n,ear-animal,i,,,<br>,,コーラルピンク,-3-pnk,0,4,0,0,,
n,ear-animal,i,,,<br>,,ミルキーホワイト,-4-wht,0,1,0,0,,
n,ear-animal,i,,,<br>,,モカブラウンハート,-h-1-brw,0,0,0,0,,
n,ear-animal,i,,,<br>,,ストロベリーレッドハート,-h-2-red,0,0,0,0,,
n,ear-animal,i,,,<br>,,ミルキーホワイトハート,-h-3-wht,0,0,0,0,,
n,ear-chain,i,,,<br>,,シルバー,-2-sil,0,55,0,0,,
n,ear-chain,i,,,<br>,,ゴールド,-1-gld,0,0,0,0,,
n,ear-crown,i,,,<br>,,ラピスラズリ,-1-rps,0,30,0,0,,
n,ear-crown,i,,,<br>,,ペリドット,-2-pri,0,29,0,0,,
n,ear-crown,i,,,<br>,,ローズ,-3-rose,0,43,0,0,,
n,ear-crown,i,,,<br>,,オパール,-4-opl,0,25,0,0,,
n,ear-furstrap,i,,,<br>,,クリーム,-1-crm,0,9,0,0,,
n,ear-furstrap,i,,,<br>,,スノーグレー,-2-sgry,0,0,0,0,,
n,ear-furstrap,i,,,<br>,,ホワイト,-3-wht,0,27,0,0,,
n,ear-furstrap,i,,,<br>,,ライトブラウン,-4-lbrw,0,20,0,0,,
n,ear-furstrap,i,,,<br>,,レッド,-5-red,0,30,0,0,,
n,ear-furstrap,i,,,<br>,,ブルー,-6-blue,0,16,0,0,,
n,ear-furstrap,i,,,<br>,,オレンジ,-7-org,0,49,0,0,,
n,ear-furstrap,i,,,<br>,,ピンク,-8-pnk,0,4,0,0,,
n,ear-furstrap,i,,,<br>,,スカイブルー,-9-sky,0,16,0,0,,
n,ear-furstrap,i,,,<br>,,ブラック,-10-blk,0,10,0,0,,
n,ear-furstrap,i,,,<br>,,モスグリーン,-11-mos,0,22,0,0,,
n,ear-furstrap,i,,,<br>,,バイオレット,-12-vio,0,7,0,0,,
n,ear-furstrap,i,,,<br>,,パッションピンク,-13-p-pink,0,1,0,0,,
n,ear-furstrap,i,,,<br>,,イエロー,-14-yel,0,9,0,0,,
n,ear-furstrap,i,,,<br>,,パープル,-15-ppl,0,9,0,0,,
n,ear-furstrap,i,,,<br>,,ライトグリーン,-16-l-green,0,0,0,0,,
n,ear-furstrap,i,,,<br>,,グレープ,-17-grp,0,7,0,0,,
n,ear-furstrap,i,,,<br>,,ベージュグレー,-18-b-glay,0,0,0,0,,
n,ear-mini-crown,i,,,<br>,,ミニ王冠,,0,24,0,0,,
n,ear-orb,i,,,<br>,,エメラルド,-1-eme,0,16,0,0,,
n,ear-orb,i,,,<br>,,アクアマリン,-2-aqa,0,28,0,0,,
n,ear-orb,i,,,<br>,,サファイア,-3-sfa,0,28,0,0,,
n,ear-orb,i,,,<br>,,ルビー,-4-rby,0,12,0,0,,
n,ear-orb,i,,,<br>,, ペリドット,-5-pri,0,0,0,0,,
n,ear-orb,i,,,<br>,,オニキス,-6-onx,0,12,0,0,,
n,ear-orb,i,,,<br>,,ヴィンテージローズ,-7-vin,0,0,0,0,,
n,ear-orb,i,,,<br>,,ローズ,-8-rose,0,20,0,0,,
n,ear-orb,i,,,<br>,,トパーズ,-9-tpa,0,30,0,0,,
n,ear-orb,i,,,<br>,,ミックス,-10-mix,0,0,0,0,,
n,ear-pods,i,,,<br>,,ホワイト,-01white,0,142,0,0,,
n,ear-pods,i,,,<br>,,ブラック,-2-black,0,37,0,0,,
n,ear-pods,i,,,<br>,,レッド,-3-red,0,45,0,0,,
n,ear-pods,i,,,<br>,,ピンク,-04pink,0,137,0,0,,
n,ear-pods,i,,,<br>,,ブルー,-5-blue,0,51,0,0,,
n,ear-pods,i,,,<br>,,グリーン,-06green,0,60,0,0,,
n,ear-pods,i,,,<br>,,パープル,-07purple,0,58,0,0,,
n,ear-pods,i,,,<br>,,オレンジ,-08orange,0,63,0,0,,
n,ear-ribbon,i,,,<br>,,ピンク,-1-pnk,0,1,0,0,,
n,ear-ribbon,i,,,<br>,,ブラック,-2-blk,0,1,0,0,,
n,ear-ribbon,i,,,<br>,,ベージュ,-3-bei,0,0,0,0,,
n,ear-ribbon,i,,,<br>,,ホワイト,-4-wht,0,18,0,0,,
n,ear-ribbon,i,,,<br>,,レッド,-5-red,0,0,0,0,,
n,ear-ribbon,i,,,<br>,,パッションピンク,-6-ppnk,0,0,0,0,,
n,ear-ribbon,i,,,<br>,,パープル,-7-ppl,0,18,0,0,,
n,ear-swarovski,i,,,<br>,,オニキス,-1-oni,0,9,0,0,,
n,ear-swarovski,i,,,<br>,,ダイヤモンド,-2-dai,0,0,0,0,,
n,ear-swarovski,i,,,<br>,,サンフラワー,-3-sun,0,0,0,0,,
n,ear-swarovski,i,,,<br>,,ヴィンテージローズ,-4-vrose,0,0,0,0,,
n,ear-swarovski,i,,,<br>,,ライトローズ,-5-rrose,0,0,0,0,,
n,ear-swarovski,i,,,<br>,,ローズ,-6-rose,0,0,0,0,,
n,ear-swarovski,i,,,<br>,,エメラルド,-7-eme,0,0,0,0,,
n,ear-swarovski,i,,,<br>,,ペリドット,-8-peri,0,58,0,0,,
n,ear-swarovski,i,,,<br>,,ルビー,-9-rub,0,49,0,0,,
n,ear-swarovski,i,,,<br>,,アクアマリン,-10-aqa,0,0,0,0,,
n,ear-swarovski,i,,,<br>,,サファイア,-11-saf,0,0,0,0,,
n,ear-swarovski,i,,,<br>,,タンザナイト,-12-tan,0,0,0,0,,
n,ear-swarovski,i,,,<br>,,ラピスラズリ,-13-rapi,0,57,0,0,,
n,ear-swarovski,i,,,<br>,,ターコイズ,-14-tar,0,0,0,0,,
n,fur-strap,i,,,<br>,,ディープパープル,-01ppl,0,0,0,0,,
n,fur-strap,i,,,<br>,,ブラック,-02blk,0,5,0,0,,
n,fur-strap,i,,,<br>,,ダークグレー,-03Dglay,0,1,0,0,,
n,fur-strap,i,,,<br>,,ライトベージュ,-04Lbeige,0,1,0,0,,
n,fur-strap,i,,,<br>,,グレー,-05glay,0,4,0,0,,
n,fur-strap,i,,,<br>,,グレーホワイト,-06glay-wht,0,0,0,0,,
n,fur-strap,i,,,<br>,,イエロー,-07ylw,0,0,0,0,,
n,fur-strap,i,,,<br>,,ネイビー,-08navy,0,1,0,0,,
n,fur-strap,i,,,<br>,,ブラウン,-09brw,0,3,0,0,,
n,fur-strap,i,,,<br>,,ベージュグレー,-10beige-glay,0,0,0,0,,
n,fur-strap,i,,,<br>,,パッションピンク,-11Ppink,0,0,0,0,,
n,fur-strap,i,,,<br>,,ピンク,-12pink,0,0,0,0,,
n,fur-strap,i,,,<br>,,ベージュ,-13beige,0,0,0,0,,
n,fur-strap,i,,,<br>,,ホワイト,-14wht,0,7,0,0,,
n,gala-note3-diary,i,,, , ,ブラック,-01Blk,0,31,0,0,,
n,gala-note3-diary,i,,, , ,ホワイト,-02Wht,0,22,0,0,,
n,gala-note3-diary,i,,, , ,ブラウン,-03Brn,0,21,0,0,,
n,gala-note3-diary,i,,, , ,レッド,-04Red,0,0,0,0,,
n,gala-note3-diary,i,,, , ,ピンク,-05Pnk,0,22,0,0,,
n,gala-note3-diary,i,,, , ,マゼンタ,-06Mgt,0,19,0,0,,
n,gala-note3-screen,i,,, , ,グレア,-01Glare,0,200,0,0,,
n,gala-note3-screen,i,,, , ,ノングレア,-02Non-Glare,0,199,0,0,,
n,gala-s3-block,i,,,s3,-S3,ホワイト,-01Wht,0,21,0,0,,
n,gala-s3-block,i,,,s3,-S3,ブラック,-02Blk,0,0,0,0,,
n,gala-s3-block,i,,,s3,-S3,レッド,-03Red,0,11,0,0,,
n,gala-s3-block,i,,,s3,-S3,ピンク,-04Pnk,0,0,0,0,,
n,gala-s3-block,i,,,s3,-S3,ブルー,-05Blu,0,20,0,0,,
n,gala-s3-block,i,,,s3,-S3,アクア,-06Aqua,0,21,0,0,,
n,gala-s3-block,i,,,s3,-S3,イエロー,-07Ylw,0,0,0,0,,
n,gala-s3-block,i,,,s3,-S3,オレンジ,-08Org,0,14,0,0,,
n,gala-s3-block,i,,,s3,-S3,グリーン,-09Grn,0,6,0,0,,
n,gala-s3-block,i,,,s3,-S3,グレー,-10Gly,0,19,0,0,,
n,gala-s3-block,i,,,s3,-S3,ローズ,-11Rose,0,16,0,0,,
n,gala-s3-block,i,,,s3,-S3,パープル,-12Ppl,0,19,0,0,,
n,gala-s3-block,i,,,s4,-S4,ホワイト,-01Wht,0,19,0,0,,
n,gala-s3-block,i,,,s4,-S4,ブラック,-02Blk,0,20,0,0,,
n,gala-s3-block,i,,,s4,-S4,レッド,-03Red,0,30,0,0,,
n,gala-s3-block,i,,,s4,-S4,ピンク,-04Pnk,0,20,0,0,,
n,gala-s3-block,i,,,s4,-S4,ブルー,-05Blu,0,0,0,0,,
n,gala-s3-block,i,,,s4,-S4,アクア,-06Aqua,0,18,0,0,,
n,gala-s3-block,i,,,s4,-S4,イエロー,-07Ylw,0,18,0,0,,
n,gala-s3-block,i,,,s4,-S4,オレンジ,-08Org,0,20,0,0,,
n,gala-s3-block,i,,,s4,-S4,グリーン,-09Grn,0,20,0,0,,
n,gala-s3-block,i,,,s4,-S4,グレー,-10Gly,0,20,0,0,,
n,gala-s3-block,i,,,s4,-S4,ローズ,-11Rose,0,0,0,0,,
n,gala-s3-block,i,,,s4,-S4,パープル,-12Ppl,0,0,0,0,,
n,gala-silicone,i,,,<br>,,ブラック,-1-blk,0,26,0,0,,
n,gala-silicone,i,,,<br>,,ホワイト,-2-wht,0,20,0,0,,
n,gala-silicone,i,,,<br>,,パープル,-3-ppl,0,22,0,0,,
n,gala-silicone,i,,,<br>,,レッド,-4-red,0,20,0,0,,
n,gala-silicone,i,,,<br>,,ターコイズ,-5-tar,0,18,0,0,,
n,gala-silicone,i,,,<br>,,ピンク,-6-pnk,0,27,0,0,,
n,gala-silicone,i,,,<br>,,グリーン,-7-grn,0,16,0,0,,
n,gala-silicone,i,,,<br>,,ブルー,-8-blue,0,18,0,0,,
n,gala-silicone,i,,,<br>,,オレンジ,-9-org,0,23,0,0,,
n,gala-silicone,i,,,<br>,,イエロー,-10-yel,0,25,0,0,,
n,gala-silicone,i,,,<br>,,ベビーピンク,-11-baby,0,21,0,0,,
n,galaxy-note3-flower,i,,, , ,ブラック,-01Blk,0,0,0,0,,
n,galaxy-note3-flower,i,,, , ,ホワイト,-02Wht,0,200,0,0,,
n,galaxy-note3-flower,i,,, , ,レッド,-03Red,0,200,0,0,,
n,galaxy-note3-flower,i,,, , ,ピンク,-04Pnk,0,200,0,0,,
n,galaxy-note3-flower,i,,, , ,ミント,-05Mnt,0,0,0,0,,
n,galaxy-note3-flower,i,,, , ,レッドパープル,-06Red-Pur,0,200,0,0,,
n,galaxy-note3-flower,i,,, , ,ブラックレッド,-07Blk-Red,0,199,0,0,,
n,galaxy-note3-flower,i,,, , ,マルチカラー,-08Multi,0,0,0,0,,
n,galaxy-s3-flower,i,,, , ,レッド,-01Red,0,180,0,0,,
n,galaxy-s3-flower,i,,, , ,ピンク,-02Pnk,0,224,0,0,,
n,galaxy-s3-flower,i,,, , ,ブラック,-03Blk,0,193,0,0,,
n,galaxy-s3-flower,i,,, , ,ミント,-04Mnt,0,179,0,0,,
n,galaxy-s3-flower,i,,, , ,ホワイト,-05Wht,0,86,0,0,,
n,galaxy-s3-flower,i,,, , ,レッドパープル,-06Red-Pur,0,146,0,0,,
n,galaxy-s3-flower,i,,, , ,マルチカラー,-07Malti,0,19,0,0,,
n,galaxy-s3-flower,i,,, , ,スカイブルー,-08Sky-Blu,0,283,0,0,,
n,galaxy-s3-flower,i,,, , ,ブラックレッド,-09Blk-Red,0,161,0,0,,
n,galaxy-s4-african,i,,,<br>,,ブルー,-01Blu,0,19,0,0,,
n,galaxy-s4-african,i,,,<br>,,ピンク,-02Pnk,0,20,0,0,,
n,galaxy-s4-african,i,,,<br>,,グリーン,-03Grn,0,12,0,0,,
n,galaxy-s4-african,i,,,<br>,,レッド,-04Red,0,10,0,0,,
n,galaxy-s4-african,i,,,<br>,,ブラック,-05Blk,0,17,0,0,,
n,galaxy-s4-african,i,,,<br>,,パープル,-06Ppl,0,10,0,0,,
n,galaxy-s4-african,i,,,<br>,,イエロー,-07Ylw,0,11,0,0,,
n,galaxy-s4-flower,i,,, , ,レッド,-01Red,0,242,0,0,,
n,galaxy-s4-flower,i,,, , ,ピンク,-02Pnk,0,0,0,0,,
n,galaxy-s4-flower,i,,, , ,ミント,-03Mnt,0,99,0,0,,
n,galaxy-s4-flower,i,,, , ,ブラック,-04Blk,0,96,0,0,,
n,galaxy-s4-flower,i,,, , ,ホワイト,-05Wht,0,91,0,0,,
n,galaxy-s4-flower,i,,, , ,レッドパープル,-06Red-Pur,0,88,0,0,,
n,galaxy-s4-flower,i,,, , ,マルチカラー,-07Malti,0,87,0,0,,
n,galaxy-s4-flower,i,,, , ,スカイブルー,-08Sky-Blue,0,101,0,0,,
n,galaxy-s4-metalbumper,i,,,<br>,,グレー,-01Gly,0,13,0,0,,
n,galaxy-s4-metalbumper,i,,,<br>,,シルバー,-02Slv,0,5,0,0,,
n,galaxy-s4-metalbumper,i,,,<br>,,ブルー,-03Blu,0,8,0,0,,
n,galaxy-s4-metalbumper,i,,,<br>,,レッド,-04Red,0,5,0,0,,
n,galaxy-s4-metalbumper,i,,,<br>,,ピンク,-05Pnk,0,4,0,0,,
n,galaxy-s4-metalbumper,i,,,<br>,,ブラウン,-06Brw,0,5,0,0,,
n,galaxy-s4-penguin,i,,,<br>,,ブラック,-01Blk,0,7,0,0,,
n,galaxy-s4-penguin,i,,,<br>,,ホワイト,-02Wht,0,10,0,0,,
n,galaxy-s4-penguin,i,,,<br>,,イエロー,-03Ylw,0,8,0,0,,
n,galaxy-s4-penguin,i,,,<br>,,ブルー,-04Blu,0,9,0,0,,
n,galaxy-s4-penguin,i,,,<br>,,ピンク,-05Pnk,0,19,0,0,,
n,galaxy-s4-penguin,i,,,<br>,,レッド,-06Red,0,10,0,0,,
n,galaxy-s4-rainbow,i,,,<br>,,ブラック,-01Blk,0,19,0,0,,
n,galaxy-s4-rainbow,i,,,<br>,,ホワイト,-02Wht,0,19,0,0,,
n,galaxy-s4-rainbow,i,,,<br>,,レッド,-03Red,0,10,0,0,,
n,galaxy-s4-rainbow,i,,,<br>,,ピンク,-04Pnk,0,20,0,0,,
n,galaxy-s4-rainbow,i,,,<br>,,マゼンタ,-05Mgt,0,20,0,0,,
n,galaxy-s4-rainbow,i,,,<br>,,ブルー,-06Blu,0,10,0,0,,
n,galaxy-s4-rainbow,i,,,<br>,,パープル,-07Ppl,0,10,0,0,,
n,galaxy-s4-rainbow,i,,,<br>,,オレンジ,-08Org,0,10,0,0,,
n,galaxy-s4-rainbow,i,,,<br>,,イエロー,-09Yrw,0,10,0,0,,
n,galaxy-s4-rainbow,i,,,<br>,,グリーン,-10Grn,0,10,0,0,,
n,gas4-bumpercase,i,,,<br>,,ホワイト,-01white,0,87,0,0,,
n,gas4-bumpercase,i,,,<br>,,ブラック,-02black,0,85,0,0,,
n,gas4-bumpercase,i,,,<br>,, スカイブルー,-03skyblue,0,42,0,0,,
n,gas4-bumpercase,i,,,<br>,,ラベンダー,-04lavender,0,35,0,0,,
n,gas4-bumpercase,i,,,<br>,,ターコイズ,-05turquoise,0,38,0,0,,
n,gas4-bumpercase,i,,,<br>,,ライトグリーン,-06lightgreen,0,30,0,0,,
n,gas4-bumpercase,i,,,<br>,,クリーム,-07cream,0,45,0,0,,
n,gas4-bumpercase,i,,,<br>,,ライム,-08lime,0,45,0,0,,
n,gas4-carbon,i,,,<br>,,ホワイト,-01white,0,20,0,0,,
n,gas4-carbon,i,,,<br>,,ブラック,-02black,0,18,0,0,,
n,gas4-carbon,i,,,<br>,,ブルー,-03blue,0,30,0,0,,
n,gas4-carbon,i,,,<br>,, レッド,-04red,0,29,0,0,,
n,gas4-carbon,i,,,<br>,,イエロー,-06yellow,0,29,0,0,,
n,gas4-case,i,,,<br>,,クリア,-01clear,0,513,0,0,,
n,gas4-case,i,,,<br>,,ブラック,-2-black,0,285,0,0,,
n,gas4-case,i,,,<br>,,ホワイト,-03white,0,262,0,0,,
n,gas4-diary-quilting,i,,,<br>,,ブラック,-01blk,0,18,0,0,,
n,gas4-diary-quilting,i,,,<br>,,ホワイト,-02wht,0,21,0,0,,
n,gas4-diary-quilting,i,,,<br>,,レッド,-03red,0,50,0,0,,
n,gas4-diary-quilting,i,,,<br>,,ピンク,-04pnk,0,38,0,0,,
n,gas4-diary-quilting,i,,,<br>,,マゼンタ,-05mgt,0,45,0,0,,
n,gas4-diary-quilting,i,,,<br>,,ブラウン,-06brn,0,22,0,0,,
n,gas4-diary-quilting,i,,,<br>,,ブルー,-07blu,0,0,0,0,,
n,gas4-diary-quilting,i,,,<br>,,ブラック/エナメル,-08blk-ena,0,86,0,0,,
n,gas4-diary-quilting,i,,,<br>,,ホワイト/エナメル,-09wht-ena,0,47,0,0,,
n,gas4-diary-quilting,i,,,<br>,,マゼンタ/エナメル,-10mgt-ena,0,48,0,0,,
n,gas4-metarcase,i,,,<br>,,ブラック,-01black,0,47,0,0,,
